long,lat,year,nat,id,trp,group.regroup
-21.54818577,10.66083014,1791,British,32,3429,32.1
-21.21713236,10.31131172,1791,British,32,3429,32.1
-20.88681334,9.961457194,1791,British,32,3429,32.1
-20.55720238,9.611278907,1791,British,32,3429,32.1
-20.22827329,9.260789118,1791,British,32,3429,32.1
-19.9,8.91,1791,British,32,3429,32.1
-19.9,8.91,1791,British,33,3429,33.1
-19.71575223,8.501868273,1791,British,33,3429,33.1
-19.53189647,8.093650097,1791,British,33,3429,33.1
-19.34841294,7.685349853,1791,British,33,3429,33.1
-19.16528201,7.276971884,1791,British,33,3429,33.1
-18.98248415,6.868520505,1791,British,33,3429,33.1
-18.8,6.46,1791,British,33,3429,33.1
-18.8,6.46,1791,British,34,3429,34.1
-18.8,6.171666667,1791,British,34,3429,34.1
-18.8,5.883333333,1791,British,34,3429,34.1
-18.8,5.595,1791,British,34,3429,34.1
-18.8,5.306666667,1791,British,34,3429,34.1
-18.8,5.018333333,1791,British,34,3429,34.1
-18.8,4.73,1791,British,34,3429,34.1
-18.8,4.73,1791,British,35,3429,35.1
-18.8,4.485,1791,British,35,3429,35.1
-18.8,4.24,1791,British,35,3429,35.1
-18.8,3.995,1791,British,35,3429,35.1
-18.8,3.75,1791,British,35,3429,35.1
-18.8,3.505,1791,British,35,3429,35.1
-18.8,3.26,1791,British,35,3429,35.1
-18.8,3.26,1791,British,36,3429,36.1
-18.78832035,2.98000027,1791,British,36,3429,36.1
-18.77664664,2.700000416,1791,British,36,3429,36.1
-18.76497831,2.420000451,1791,British,36,3429,36.1
-18.7533148,2.140000385,1791,British,36,3429,36.1
-18.74165555,1.860000231,1791,British,36,3429,36.1
-18.73,1.58,1791,British,36,3429,36.1
-18.73,1.58,1791,British,37,3429,37.1
-18.64996822,1.29500446,1791,British,37,3429,37.1
-18.56995443,1.010006394,1791,British,37,3429,37.1
-18.48995468,0.72500636,1791,British,37,3429,37.1
-18.40996499,0.440004912,1791,British,37,3429,37.1
-18.32998142,0.155002607,1791,British,37,3429,37.1
-18.25,-0.13,1791,British,37,3429,37.1
-18.25,-0.13,1791,British,38,3429,38.1
-18.19333919,-0.275001145,1791,British,38,3429,38.1
-18.13667701,-0.420002021,1791,British,38,3429,38.1
-18.08001273,-0.565002487,1791,British,38,3429,38.1
-18.02334562,-0.7100024,1791,British,38,3429,38.1
-17.96667495,-0.855001618,1791,British,38,3429,38.1
-17.91,-1,1791,British,38,3429,38.1
-17.91,-1,1791,British,39,3429,39.1
-17.84334297,-1.080004015,1791,British,39,3429,39.1
-17.77668244,-1.160006569,1791,British,39,3429,39.1
-17.71001813,-1.240007552,1791,British,39,3429,39.1
-17.6433498,-1.320006858,1791,British,39,3429,39.1
-17.57667717,-1.400004376,1791,British,39,3429,39.1
-17.51,-1.48,1791,British,39,3429,39.1
-10.83,45.28,1791,British,4,3429,4.1
-10.79938288,45.04335318,1791,British,4,3429,4.1
-10.76901802,44.80669825,1791,British,4,3429,4.1
-10.73890129,44.57003533,1791,British,4,3429,4.1
-10.70902867,44.33336457,1791,British,4,3429,4.1
-10.6793962,44.09668608,1791,British,4,3429,4.1
-10.65,43.86,1791,British,4,3429,4.1
-17.51,-1.48,1791,British,40,3429,40.1
-17.59165744,-1.526674732,1791,British,40,3429,40.1
-17.67331843,-1.573346365,1791,British,40,3429,40.1
-17.75498307,-1.620014803,1791,British,40,3429,40.1
-17.83665147,-1.666679951,1791,British,40,3429,40.1
-17.91832375,-1.713341715,1791,British,40,3429,40.1
-18,-1.76,1791,British,40,3429,40.1
-18,-1.76,1791,British,41,3429,41.1
-18.14160791,-1.891698228,1791,British,41,3429,41.1
-18.28323733,-2.023384907,1791,British,41,3429,41.1
-18.42488974,-2.155059231,1791,British,41,3429,41.1
-18.56656666,-2.286720393,1791,British,41,3429,41.1
-18.70826958,-2.418367585,1791,British,41,3429,41.1
-18.85,-2.55,1791,British,41,3429,41.1
-18.85,-2.55,1791,British,42,3429,42.1
-19.0679978,-2.858451674,1791,British,42,3429,42.1
-19.28611282,-3.166862014,1791,British,42,3429,42.1
-19.50435778,-3.475226527,1791,British,42,3429,42.1
-19.72274545,-3.783540708,1791,British,42,3429,42.1
-19.94128859,-4.091800041,1791,British,42,3429,42.1
-20.16,-4.4,1791,British,42,3429,42.1
-20.16,-4.4,1791,British,43,3429,43.1
-20.28306158,-4.6850583,1791,British,43,3429,43.1
-20.40622355,-4.970095065,1791,British,43,3429,43.1
-20.52949213,-5.255108961,1791,British,43,3429,43.1
-20.65287355,-5.540098646,1791,British,43,3429,43.1
-20.77637408,-5.825062775,1791,British,43,3429,43.1
-20.9,-6.11,1791,British,43,3429,43.1
-20.9,-6.11,1791,British,44,3429,44.1
-21.00947628,-6.546731517,1791,British,44,3429,44.1
-21.11914426,-6.983439298,1791,British,44,3429,44.1
-21.22901721,-7.4201217,1791,British,44,3429,44.1
-21.33910849,-7.856777066,1791,British,44,3429,44.1
-21.44943156,-8.293403727,1791,British,44,3429,44.1
-21.56,-8.73,1791,British,44,3429,44.1
-21.56,-8.73,1791,British,45,3429,45.1
-21.67579653,-9.221766633,1791,British,45,3429,45.1
-21.79191623,-9.713496143,1791,British,45,3429,45.1
-21.90837761,-10.2051864,1791,British,45,3429,45.1
-22.02519937,-10.69683525,1791,British,45,3429,45.1
-22.14240045,-11.18844052,1791,British,45,3429,45.1
-22.26,-11.68,1791,British,45,3429,45.1
-22.26,-11.68,1791,British,46,3429,46.1
-22.40837436,-12.22187975,1791,British,46,3429,46.1
-22.55735786,-12.76367967,1791,British,46,3429,46.1
-22.70698097,-13.30539576,1791,British,46,3429,46.1
-22.85727465,-13.84702395,1791,British,46,3429,46.1
-23.00827033,-14.3885601,1791,British,46,3429,46.1
-23.16,-14.93,1791,British,46,3429,46.1
-23.16,-14.93,1791,British,47,3429,47.1
-23.40677051,-15.44405604,1791,British,47,3429,47.1
-23.65476712,-15.95783792,1791,British,47,3429,47.1
-23.90403847,-16.47133459,1791,British,47,3429,47.1
-24.15463404,-16.98453483,1791,British,47,3429,47.1
-24.40660415,-17.49742719,1791,British,47,3429,47.1
-24.66,-18.01,1791,British,47,3429,47.1
-24.66,-18.01,1791,British,48,3429,48.1
-24.83099812,-18.45873497,1791,British,48,3429,48.1
-25.00289252,-18.90731587,1791,British,48,3429,48.1
-25.17571116,-19.35573782,1791,British,48,3429,48.1
-25.34948255,-19.80399588,1791,British,48,3429,48.1
-25.52423565,-20.25208499,1791,British,48,3429,48.1
-25.7,-20.7,1791,British,48,3429,48.1
-25.7,-20.7,1791,British,49,3429,49.1
-25.7380637,-20.90835486,1791,British,49,3429,49.1
-25.7762333,-21.11670126,1791,British,49,3429,49.1
-25.81451026,-21.3250391,1791,British,49,3429,49.1
-25.85289604,-21.53336824,1791,British,49,3429,49.1
-25.89139212,-21.74168858,1791,British,49,3429,49.1
-25.93,-21.95,1791,British,49,3429,49.1
-10.65,43.86,1791,British,5,3429,5.1
-10.59913041,43.65005495,1791,British,5,3429,5.1
-10.54861524,43.44008751,1791,British,5,3429,5.1
-10.49844948,43.23009798,1791,British,5,3429,5.1
-10.44862822,43.02008668,1791,British,5,3429,5.1
-10.39914664,42.81005392,1791,British,5,3429,5.1
-10.35,42.6,1791,British,5,3429,5.1
-25.93,-21.95,1791,British,50,3429,50.1
-25.85861394,-22.06007825,1791,British,50,3429,50.1
-25.78711665,-22.1701255,1791,British,50,3429,50.1
-25.71550737,-22.28014152,1791,British,50,3429,50.1
-25.64378535,-22.39012609,1791,British,50,3429,50.1
-25.57194981,-22.50007899,1791,British,50,3429,50.1
-25.5,-22.61,1791,British,50,3429,50.1
-25.5,-22.61,1791,British,51,3429,51.1
-25.37551355,-22.72191027,1791,British,51,3429,51.1
-25.25082339,-22.83372402,1791,British,51,3429,51.1
-25.12592823,-22.94544057,1791,British,51,3429,51.1
-25.0008268,-23.05705921,1791,British,51,3429,51.1
-24.87551782,-23.16857925,1791,British,51,3429,51.1
-24.75,-23.28,1791,British,51,3429,51.1
-24.75,-23.28,1791,British,52,3429,52.1
-24.6337389,-23.3718834,1791,British,52,3429,52.1
-24.51731661,-23.46368077,1791,British,52,3429,52.1
-24.40073237,-23.55539162,1791,British,52,3429,52.1
-24.28398537,-23.64701544,1791,British,52,3429,52.1
-24.16707484,-23.73855174,1791,British,52,3429,52.1
-24.05,-23.83,1791,British,52,3429,52.1
-24.05,-23.83,1791,British,53,3429,53.1
-23.95540112,-23.9384797,1791,British,53,3429,53.1
-23.86064313,-24.04690139,1791,British,53,3429,53.1
-23.76572502,-24.15526466,1791,British,53,3429,53.1
-23.6706458,-24.26356912,1791,British,53,3429,53.1
-23.57540446,-24.37181436,1791,British,53,3429,53.1
-23.48,-24.48,1791,British,53,3429,53.1
-23.48,-24.48,1791,British,54,3429,54.1
-23.0642877,-24.7329378,1791,British,54,3429,54.1
-22.64688507,-24.98472476,1791,British,54,3429,54.1
-22.22777343,-25.23534277,1791,British,54,3429,54.1
-21.80693426,-25.4847736,1791,British,54,3429,54.1
-21.38434919,-25.73299886,1791,British,54,3429,54.1
-20.96,-25.98,1791,British,54,3429,54.1
-20.96,-25.98,1791,British,55,3429,55.1
-20.45369731,-26.15116629,1791,British,55,3429,55.1
-19.94591485,-26.32055737,1791,British,55,3429,55.1
-19.43665288,-26.48815474,1791,British,55,3429,55.1
-18.92591214,-26.65393993,1791,British,55,3429,55.1
-18.41369392,-26.81789448,1791,British,55,3429,55.1
-17.9,-26.98,1791,British,55,3429,55.1
-17.9,-26.98,1791,British,56,3429,56.1
-17.35842575,-27.1235993,1791,British,56,3429,56.1
-16.81546926,-27.26511611,1791,British,56,3429,56.1
-16.27113903,-27.4045324,1791,British,56,3429,56.1
